Setup title,CMUT-Cf
Application test name,"CMUT C-f"
Test date,12/10/2025
Test time,12:45:37
Device ID,MOSCAP_4_C
Count,2
Flags,
Remarks,
Name,Port1,Vbias,FreqStart,FreqStop,NoOfSteps,OscLevel,Single_Double,Linear_Log,OnAbnormalStatus,IntegTime,G_Min,G_Max,Cp_Min,Cp_Max,HoldTime,DelayTime,Range
Value,"CMU1:MF/SC	MFCMU/SCUU",0,1000,2000000,76,0.2,0,1,1,MEDIUM,0,0.001,0,1E-10,0,0,0
Hz,F,S,F,ohm,ohm,,ohm,ohm,rad,V,V
1000,1.20949799002716E-10,-3.04172E-10,1.20949818379138E-10,-526.682787129682,-3287613587.04943,-0.00040025264820054,-1315875.83367043,1315875.93907352,1.57039607416807,0.00544,0.19936275
1106.659,1.20958355023199E-10,-2.65409E-10,1.20958367068234E-10,-375.194515290271,-3767769744.0554,-0.000315563006426376,-1188968.62955895,1188968.6887577,1.57048076379894,0.005408,0.19943725
1224.694,1.20960688531619E-10,-2.36826E-10,1.20960696362301E-10,-273.354315224049,-4222509352.85822,-0.000254435479538886,-1074356.12250088,1074356.15727639,1.57054189132085,0.00548,0.19946175
1355.318,1.20961082366434E-10,-2.11197E-10,1.20961087451395E-10,-199.04636408773,-4734915742.17437,-0.00020503169687497,-970807.768367203,970807.78877261,1.57059129510089,0.005472,0.1994825
1499.875,1.20963592917465E-10,-1.10288E-10,1.20963594049688E-10,-84.8689895996938,-9067169592.34005,-9.67472542896242E-05,-877223.75402643,877223.758131851,1.57069957954091,0.005488,0.1993175
1659.849,1.20950542347887E-10,-9.49038E-11,1.20950543032528E-10,-59.644590403606,-10536985874.1167,-7.52362832068875E-05,-792763.648884583,792763.651128302,1.57072109051183,0.005608,0.19947475
1836.887,1.20953934023656E-10,7.67141E-11,1.20953934388919E-10,39.3650292464834,13035413307.332,5.49531873437489E-05,-716337.50741778,716337.508499397,-1.57074137360761,0.005424,0.199504
2032.807,1.20958279748375E-10,1.77377E-10,1.20958281342811E-10,74.3145862815153,5637709511.37972,0.000114811578443176,-647274.319273436,647274.323539523,-1.57068151521696,0.005464,0.199513
2249.624,1.2095179699286E-10,3.91211E-10,1.20951803326162E-10,133.846424697367,2556165342.99905,0.000228827875037289,-584921.853054641,584921.868368538,-1.57056749892385,0.005504,0.1994095
2489.566,1.20949435778508E-10,6.78201E-10,1.20949451320475E-10,189.471394453413,1474489126.37994,0.000358468556085288,-528557.920177337,528557.954137104,-1.57043785825417,0.005448,0.19941825
2755.1,1.20951633406265E-10,1.0861E-09,1.20951665951951E-10,247.748909264921,920725531.718995,0.000518729373331359,-477607.24956414,477607.313821454,-1.57027759746809,0.005464,0.1994455
3048.955,1.20948058020822E-10,1.40899E-09,1.20948102746317E-10,262.45097175526,709728245.054968,0.000608104375447774,-431588.691599212,431588.771397996,-1.57018822249441,0.005424,0.19944625
3374.153,1.20944724937835E-10,2.0604E-09,1.2094480303349E-10,313.392153319612,485342651.91225,0.000803563071355028,-390003.180199841,390003.306115001,-1.5699927638965,0.005408,0.19949875
3734.036,1.20942525078172E-10,2.736E-09,1.20942637522206E-10,339.813702953605,365497076.023392,0.000964225676737703,-352421.337817209,352421.50164572,-1.56983210141698,0.005472,0.199316
4132.304,1.20943466211207E-10,3.79128E-09,1.20943642508256E-10,384.482113117323,263763161.781773,0.00120734480189034,-318452.618104903,318452.850206059,-1.56958898257965,0.005312,0.1994145
4573.051,1.20945270900187E-10,4.86873E-09,1.20945508294693E-10,403.148667825504,205392371.316545,0.00140100887441154,-287755.970136047,287756.25254334,-1.56939531883713,0.005456,0.1994665
5060.807,1.20939726678388E-10,6.35882E-09,1.20940057340772E-10,429.969937022115,157261881.921489,0.00165351410948503,-260034.029679992,260034.385160428,-1.56914281419237,0.005296,0.1994965
5600.586,1.20942543129308E-10,8.50035E-09,1.20943025596562E-10,469.299622534407,117642214.732335,0.00199730492421127,-234966.437445565,234966.906112321,-1.56879902452658,0.005296,0.19940525
6197.938,1.20941248432135E-10,1.0864E-08,1.20941891935577E-10,489.761181169127,92047128.1296024,0.00230668458678625,-212322.561989925,212323.126851457,-1.56848964629923,0.005472,0.19941525
6859.002,1.20944031235294E-10,1.39195E-08,1.20944893779247E-10,512.353918484936,71841660.9792018,0.00267053575711065,-191854.35623572,191855.04036423,-1.5681257973863,0.005384,0.19942225
7590.575,1.2093999732627E-10,1.76009E-08,1.20941123461923E-10,529.031868019254,56815276.491543,0.00305147893807028,-173369.00524498,173369.812407903,-1.56774485732808,0.005488,0.19927425
8400.176,1.20960716969789E-10,2.28368E-08,1.20962264679961E-10,560.279173406919,43788972.1852449,0.00357703049203592,-156632.484585846,156633.486650485,-1.56721931155895,0.005456,0.1993985
9296.129,1.20962241652016E-10,2.8834E-08,1.20964256285008E-10,577.609048319866,34681279.0455712,0.00408106073044108,-141534.048736745,141535.22736064,-1.56671528872099,0.005408,0.1995045
10287.64,1.20876282904334E-10,2.8586E-08,1.20877900889102E-10,468.24605791731,34982159.0988596,0.00365861462575544,-127984.525787715,127985.382350787,-1.56713772849309,0.005408,0.19933325
11384.91,1.20880847328987E-10,3.74738E-08,1.20883117606949E-10,501.170669820062,26685310.8038149,0.00433371920763545,-115644.472059257,115645.558020637,-1.56646263471766,0.005496,0.199422
12599.21,1.20894601119202E-10,4.77128E-08,1.20897605925871E-10,520.911481668753,20958736.4396975,0.00498545515338962,-104486.243610994,104487.542093341,-1.56581091294499,0.005504,0.199456
13943.02,1.2090644553464E-10,5.9341E-08,1.20910240316625E-10,528.894298318256,16851755.1102947,0.00560233001642718,-94406.1304434814,94407.6119520583,-1.56519405538913,0.005464,0.19939
15430.17,1.20921354712488E-10,7.37437E-08,1.20926139313035E-10,536.538108268552,13560480.4207003,0.00629029974239555,-85296.1115115671,85297.7989876369,-1.56450611001512,0.005464,0.19947475
17075.93,1.20934392305806E-10,9.08475E-08,1.20940320844603E-10,539.589598379555,11007457.5524918,0.00700162617917258,-77066.3249609995,77068.2139401781,-1.56379481502539,0.00544,0.19937575
18897.23,1.2095695833187E-10,1.10061E-07,1.20964061956707E-10,533.568522373884,9085870.56268797,0.00766345444164381,-69625.0661417691,69627.1106007838,-1.56313302236911,0.005472,0.19945375
20912.79,1.20963689826884E-10,1.33221E-07,1.20972187629968E-10,527.288669774283,7506324.07803574,0.00838157853345497,-62910.425246225,62912.6349631148,-1.5624149445242,0.00532,0.19945475
23143.32,1.20967912596999E-10,1.61303E-07,1.20978084533618E-10,521.260116511616,6199512.71830034,0.00916994496998363,-56844.4105409443,56846.8004539964,-1.56162663883906,0.005488,0.199451
25611.76,1.20970572782609E-10,1.94698E-07,1.20982673320053E-10,513.712333694756,5136159.5907508,0.0100014383315354,-51363.8455455928,51366.414412467,-1.56079522192054,0.005288,0.1994035
28343.48,1.20961435843571E-10,2.33693E-07,1.20975671529377E-10,503.540780626315,4279118.33045919,0.010848401008277,-46416.1289983777,46418.8602241782,-1.5599483513314,0.00548,0.19955575
31366.56,1.20938548492652E-10,2.80328E-07,1.20955277673839E-10,493.382093585423,3567249.79309951,0.0117612902143085,-41949.6572735861,41952.5585782513,-1.55903557884063,0.005472,0.19950125
34712.08,1.20938129274929E-10,3.40717E-07,1.20958308447157E-10,489.63656118082,2934987.10073169,0.0129172495630647,-37905.6360868709,37908.7983337949,-1.55787979559726,0.005432,0.1991725
38414.43,1.20896162065062E-10,4.18908E-07,1.20921077947376E-10,491.875970480277,2387158.99433766,0.0143559480604933,-34262.8691889664,34266.3996800154,-1.55644136483377,0.005488,0.19914675
42511.66,1.2089612789296E-10,5.17428E-07,1.20927167170005E-10,496.06409231748,1932636.03825073,0.0160232128921975,-30959.0901434653,30963.0641586859,-1.55477448497596,0.005488,0.19915425
47045.9,1.20891842931426E-10,6.38843E-07,1.20930478560129E-10,500.101401674941,1565329.82282032,0.0178770350968507,-27974.5158503962,27978.9856584549,-1.55292119576387,0.005448,0.199115
52063.76,1.20936487897371E-10,7.68483E-07,1.20982121040366E-10,490.823019706076,1301264.95966729,0.0194250218014989,-25267.5659632053,25272.3326375229,-1.55137374766443,0.005584,0.199124
57616.82,1.2089427025603E-10,9.3959E-07,1.20949990466376E-10,490.307484554699,1064294.00057472,0.0214685896293453,-22838.3649331347,22843.6274319217,-1.54933103454717,0.00552,0.199146
63762.16,1.20860805319154E-10,1.15905E-06,1.20930057440394E-10,494.079289982198,862775.548940943,0.0239372248060735,-20640.6253851465,20646.5379818202,-1.54686367235364,0.005512,0.19909625
70562.96,1.20848252998538E-10,1.45512E-06,1.20937387107163E-10,506.505930221994,687228.544724834,0.0271582495478664,-18650.1684996037,18657.045139061,-1.54364475133511,0.005376,0.19902325
78089.12,1.20883301805865E-10,1.80373E-06,1.20995100298813E-10,512.26730316944,554406.70166821,0.0304112882558438,-16844.6433067828,16852.4308609363,-1.54039440859745,0.005496,0.199146
86418.01,1.20937521027564E-10,2.22406E-06,1.2107624888441E-10,515.179081317066,449628.157513736,0.0338689168178087,-15210.9701083259,15219.6918865729,-1.53694035145576,0.005432,0.199208
95635.25,1.20926153838086E-10,2.66793E-06,1.21089170835415E-10,504.606863704442,374822.427874794,0.0367160814600943,-13743.4836082082,13752.7440816727,-1.53409673062664,0.005536,0.1990375
105835.5,1.20817181951432E-10,3.24213E-06,1.21013929658399E-10,501.468769022983,308439.205090481,0.0403543623158642,-12426.6309822431,12436.745092473,-1.53046384845129,0.005464,0.19860075
117123.8,1.207559822242E-10,4.00675E-06,1.21001467693744E-10,506.340781162626,249578.835714731,0.0450877504906285,-11230.1185056431,11241.5275935905,-1.52573909213291,0.005472,0.19862175
129616.1,1.20690522623904E-10,4.87049E-06,1.2098686551096E-10,502.902305126807,205318.15074048,0.0495519408773575,-10148.9930812499,10161.4453347819,-1.52128488279948,0.005464,0.19906025
143440.8,1.20546104297245E-10,5.75335E-06,1.20884156115018E-10,486.063598452459,173811.779224278,0.0529559846839218,-9178.633942011,9191.49491993424,-1.51788976111538,0.005432,0.1990695
158740.1,1.20476025098971E-10,7.01246E-06,1.20886330399916E-10,484.01579738578,142603.308967181,0.0583583828498194,-8293.85212114865,8307.96330634656,-1.51250405929411,0.005456,0.19922525
175671.1,1.20392391051886E-10,8.59804E-06,1.20896401459364E-10,484.871512770892,116305.576619788,0.0647023764730671,-7493.8748652103,7509.54465192979,-1.50618401416018,0.005368,0.19913325
194407.9,1.20297090821712E-10,1.05259E-05,1.2091436171659E-10,484.996575935515,95003.7526482296,0.0716325377867608,-6770.61836590624,6787.96690736011,-1.49928593395788,0.005376,0.1989275
215143.3,1.20188471819497E-10,1.2752E-05,1.20928892271757E-10,480.142365554913,78419.0715181932,0.0784888194055481,-6117.33453492324,6136.1485072776,-1.49246809089549,0.005544,0.198732
238090.2,1.20003488336804E-10,1.55672E-05,1.20905857744101E-10,479.43144555012,64237.6278328794,0.0867152032352761,-5528.8049576419,5549.55302440007,-1.48429750058578,0.00544,0.19869525
263484.6,1.19785742524138E-10,1.90781E-05,1.20894393648838E-10,480.677307346106,52416.1211022062,0.0962043891320572,-4996.41764458681,5019.48602477742,-1.47488709996526,0.005432,0.1988385
291587.6,1.19584699887633E-10,2.32486E-05,1.20931242660946E-10,478.944105316951,43013.3427389176,0.106113897878051,-4513.4908329102,4538.83101192171,-1.46507804597561,0.005416,0.198847
322687.9,1.19393864424886E-10,2.8425E-05,1.21040107038137E-10,478.480305673077,35180.2990325418,0.117423741696685,-4074.81739858903,4102.81369730102,-1.45390785636151,0.005432,0.1985055
357105.4,1.19162063327617E-10,3.45931E-05,1.21156812889688E-10,475.938739098993,28907.4988942882,0.129382393752501,-3678.54331099661,3709.20457433303,-1.44212871279314,0.005568,0.19838875
395193.9,1.18767987732712E-10,4.19462E-05,1.21170721470563E-10,472.732357192986,23840.0617934402,0.142233901868367,-3323.62644196098,3357.07739071345,-1.42951010158092,0.005408,0.198304
437344.8,1.1816471604682E-10,5.13706E-05,1.21122277584813E-10,475.329887887526,19466.3873888956,0.158206013421331,-3004.49949788974,3041.86714620131,-1.41389075939845,0.005488,0.19803475
483991.4,1.17725122991322E-10,6.26108E-05,1.21325884245962E-10,474.014480117784,15971.6853961297,0.174889037242705,-2710.3727460056,2751.51052145022,-1.39765832787205,0.005504,0.19794275
535613.4,1.17110860503852E-10,7.61459E-05,1.21482388581572E-10,472.577919044429,13132.6834406055,0.193204861463514,-2445.99393340666,2491.22785225089,-1.37994300990612,0.005464,0.1978065
592741.3,1.16295572709341E-10,9.24895E-05,1.21598694097402E-10,471.530973630345,10812.0381232464,0.213542436276321,-2208.13708906173,2257.92180183079,-1.36041374797903,0.005408,0.1973855
655962.3,1.15389112812829E-10,0.000111986,1.21787126046731E-10,469.11575588356,8929.68763952637,0.235472475713865,-1992.23180739649,2046.71863401409,-1.33953666474265,0.0054,0.19709375
725926.5,1.14403649480771E-10,0.000134847,1.22043725172222E-10,464.238246336183,7415.81199433432,0.258421647726184,-1796.43714224776,1855.45238564847,-1.31790724731056,0.005544,0.19678225
803352.9,1.1322951223531E-10,0.000162997,1.22438822773089E-10,461.453942879244,6135.08224077744,0.28518963710263,-1618.0599953328,1682.57477988206,-1.29298178747276,0.005376,0.196049
889037.6,1.12030674177132E-10,0.000196003,1.23020441391149E-10,455.772894723499,5101.96272506033,0.313202898041233,-1455.2001197112,1524.90534787315,-1.26727122399854,0.005464,0.19530575
983861.2,1.10547083979204E-10,0.000234195,1.23530247944418E-10,448.775986211772,4269.94598518329,0.342701989235826,-1309.5225598558,1384.28653846363,-1.24063781216458,0.00552,0.1948145
1088798,1.08798858073753E-10,0.000282373,1.24457988199425E-10,445.575895510513,3541.41507863712,0.379377567828286,-1174.49193968208,1256.17243841686,-1.2081933231236,0.005632,0.1935195
1204928,1.06770553289579E-10,0.000338981,1.25547167788745E-10,441.199501874872,2950.01784760798,0.419356035910765,-1052.08811628684,1140.8533669524,-1.17371586341969,0.005568,0.19259325
1333444,1.04559103361006E-10,0.000404664,1.2687004961699E-10,434.574571119981,2471.18597157148,0.461932022487943,-940.776023232561,1036.29850127914,-1.13806415200581,0.005456,0.19134125
1475668,1.02208227047192E-10,0.000482162,1.28666594821413E-10,426.485491441252,2073.99172892099,0.508790035286768,-838.234756702484,940.493158802316,-1.10014144233979,0.005472,0.189841
1633061,9.9522213062845E-11,0.000577479,1.31348634943891E-10,419.59089533984,1731.66470122723,0.565501674533383,-741.979934340708,852.402922576132,-1.05612958749739,0.005592,0.188049
1807241,9.64692032281245E-11,0.000683335,1.34008554363455E-10,409.940261498362,1463.41106485106,0.623805263686406,-657.160632271361,774.539291840408,-1.01305660903487,0.005536,0.18613875
2000000,9.37780713433457E-11,0.000808039,1.37868428842595E-10,395.773281101962,1237.56402846892,0.685679494250923,-577.198653919684,699.853396163016,-0.969746237057952,0.005608,0.18387625
